ReadName	Type	RefName	DelLength	DelLeft	DelRight	ReadLength	LeftLen	RightLen	Overlap	Orientation	Strand	1stOccurrence?
M01715:133:000000000-AF5JT:1:1119:17682:12122	Deletion	68S	103	790	892	109	79	33	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2117:13883:11187	Deletion	68S	298	2723	3020	151	96	58	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:23888:10535	Deletion	68S	270	2799	3068	151	115	40	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1115:3475:16747	Deletion	68S	289	2753	3041	151	104	51	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1101:13613:6155	Deletion	68L	6204	716	6919	151	121	30	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1104:23819:5587	Deletion	68S	1773	210	1982	151	102	52	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2109:16839:16030	Deletion	68S	340	277	616	151	95	64	8	correct	forward	1
M01715:133:000000000-AF5JT:1:2107:9311:5022	Deletion	68S	177	2501	2677	151	92	66	7	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:13434:18405	Deletion	68S	255	986	1240	151	117	39	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2107:6736:7635	Deletion	68L	6293	389	6733	151	117	35	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2117:19333:15723	Deletion	68S	270	2799	3068	151	90	65	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1116:5390:9927	Deletion	68L	6158	507	6664	151	109	42	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1109:7893:21088	Deletion	68S	557	679	1235	151	88	63	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:20850:10396	Deletion	68S	81	1575	1655	151	81	73	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1107:16349:13871	Deletion	68S	270	2799	3068	151	111	44	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2112:13152:6319	Deletion	68S	961	693	1653	148	109	41	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:22801:2071	Deletion	68S	3022	91	3112	151	82	70	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2118:6217:7399	Deletion	68S	91	2766	2856	151	117	34	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2113:18217:13199	Deletion	68L	786	3177	3962	112	63	54	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:1111:19238:13232	Deletion	68S	343	1358	1700	151	83	69	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:3017:13890	Deletion	68S	270	2799	3068	151	93	62	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2112:28310:15534	Deletion	68S	81	1575	1655	151	112	42	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:10804:2795	Deletion	68S	706	1899	2604	106	66	43	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:7938:24247	Deletion	68S	165	2902	3066	151	120	34	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1117:24338:23792	Deletion	68S	298	2723	3020	151	105	49	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:11285:18669	Deletion	68S	1293	1560	2852	151	88	67	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:10578:13091	Deletion	68S	1014	1006	2019	151	89	71	9	correct	reverse	1
M01715:133:000000000-AF5JT:1:1118:7118:9685	Deletion	68S	1293	1560	2852	151	92	63	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:3787:20148	Deletion	68L	120	349	468	151	105	50	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:27945:20022	Deletion	68S	270	2799	3068	151	111	44	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1105:9392:10969	Deletion	68S	412	2655	3066	116	72	47	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:17809:16323	Deletion	68L	167	935	1101	151	113	40	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2106:22429:18445	Deletion	68L	2215	859	3073	151	79	72	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1105:27336:18515	Deletion	68S	124	2769	2892	151	122	35	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:16675:21127	Deletion	68S	81	1575	1655	151	120	34	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1118:3527:19360	Deletion	68S	756	941	1696	151	109	44	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1111:8672:21547	Deletion	68S	56	2304	2359	151	118	39	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:23773:10447	Deletion	68S	270	2799	3068	151	122	33	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2119:13804:19758	Deletion	68S	53	1250	1302	151	98	55	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:20511:7173	Deletion	68S	408	2660	3067	151	88	65	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1119:14425:4699	Deletion	68S	154	2913	3066	151	106	49	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:19420:13015	Deletion	68S	177	2889	3065	151	91	63	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2106:8748:24353	Deletion	68L	6302	733	7034	151	109	43	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:19422:23321	Deletion	68S	270	2799	3068	151	110	45	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1104:9078:16571	Deletion	68S	154	2913	3066	151	101	54	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1115:21449:13923	Deletion	68L	35	418	452	151	120	40	9	correct	reverse	0
M01715:133:000000000-AF5JT:1:1105:9567:22133	Deletion	68S	270	2799	3068	151	87	68	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1102:6376:12094	Deletion	68L	5460	1147	6606	109	59	51	1	correct	forward	0
M01715:133:000000000-AF5JT:1:2118:13800:19048	Deletion	68S	270	2799	3068	151	102	53	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2103:25941:12550	Deletion	68L	35	418	452	151	126	34	9	correct	reverse	0
M01715:133:000000000-AF5JT:1:2105:17200:11003	Deletion	68L	185	2831	3015	151	87	69	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:7300:14750	Deletion	68S	412	2655	3066	151	111	42	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:21592:4021	Deletion	68S	1327	958	2284	106	74	32	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:25062:20551	Deletion	68S	1163	1428	2590	151	89	68	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:2117:9143:12029	Deletion	68L	35	418	452	109	79	39	9	correct	forward	0
M01715:133:000000000-AF5JT:1:2109:9300:15645	Deletion	68L	5460	1147	6606	151	77	75	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:11265:22173	Deletion	68S	706	1899	2604	109	69	43	3	correct	forward	0
M01715:133:000000000-AF5JT:1:1105:7354:7310	Deletion	68L	2072	78	2149	109	71	42	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:12643:15734	Deletion	68S	114	2490	2603	151	103	50	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1110:12896:6368	Deletion	68S	81	1575	1655	151	113	41	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2110:25457:7064	Deletion	68S	2653	443	3095	151	107	46	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1119:6399:10637	Deletion	68L	4672	276	4947	151	83	72	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:15859:12869	Deletion	68L	605	1412	2016	151	122	34	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:2109:19660:14472	Deletion	68S	270	2799	3068	142	116	30	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1108:16208:22792	Deletion	68L	6348	490	6837	141	109	33	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1105:18369:11279	Deletion	68S	961	693	1653	147	85	64	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1109:22361:4403	Deletion	68S	270	2799	3068	151	80	75	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2101:10751:2065	Deletion	68S	119	2736	2854	151	99	55	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:6885:22889	Deletion	68S	81	1575	1655	135	98	40	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2106:17536:13269	Deletion	68S	270	2799	3068	151	80	75	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1116:4611:10559	Deletion	68S	99	1568	1666	151	118	38	5	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:10504:20553	Deletion	68L	220	5916	6135	151	100	53	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:26557:13829	Deletion	68S	270	2799	3068	148	101	51	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2103:22062:11145	Deletion	68S	412	2655	3066	151	88	66	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1104:1983:13465	Deletion	68S	270	2799	3068	151	117	38	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2106:2673:12701	Deletion	68S	270	2799	3068	151	109	46	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2110:20625:9802	Deletion	68S	270	2799	3068	151	82	73	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2119:17450:9048	Deletion	68L	61	2260	2320	151	91	61	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:15223:3687	Deletion	68S	313	2723	3035	151	102	48	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:4209:15674	Deletion	68L	35	418	452	108	82	35	9	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:8856:10436	Deletion	68S	158	2911	3068	151	93	60	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2118:11119:12849	Deletion	68S	412	2655	3066	151	97	57	3	correct	forward	0
M01715:133:000000000-AF5JT:1:2113:19932:17911	Deletion	68S	279	2755	3033	151	100	54	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1110:9516:14082	Deletion	68L	6296	607	6902	151	94	61	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2119:18879:18061	Deletion	68L	222	329	550	151	119	33	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2112:15511:23995	Deletion	68L	367	4163	4529	106	54	52	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:7368:15358	Deletion	68S	119	2736	2854	151	86	68	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:15049:6751	Deletion	68S	129	2491	2619	151	115	40	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1115:13201:14168	Deletion	68L	35	418	452	109	78	40	9	correct	forward	0
M01715:133:000000000-AF5JT:1:2116:16342:24676	Deletion	68L	5813	293	6105	151	103	49	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:12946:14555	Deletion	68S	263	2806	3068	151	91	62	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2107:11731:20313	Deletion	68S	81	1575	1655	151	97	57	3	correct	forward	0
M01715:133:000000000-AF5JT:1:2117:16307:16251	Deletion	68S	1846	496	2341	151	87	70	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:1107:29388:11428	Deletion	68S	565	1358	1922	151	102	53	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1104:22906:8469	Deletion	68S	270	2799	3068	151	85	70	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1106:6145:8116	Deletion	68L	35	418	452	151	114	46	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1118:25154:13210	Deletion	68S	2232	622	2853	151	106	48	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2110:25059:21677	Deletion	68S	247	2675	2921	151	108	48	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:2117:9254:18879	Deletion	68L	5231	854	6084	151	118	34	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:10430:24718	Deletion	68S	577	2320	2896	151	121	37	7	correct	forward	1
M01715:133:000000000-AF5JT:1:1101:15137:17299	Deletion	68L	5924	902	6825	151	119	32	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1104:25148:15347	Deletion	68S	232	2805	3036	151	87	68	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1112:19510:24537	Deletion	68S	177	2501	2677	148	106	49	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:2114:14748:5799	Deletion	68L	2215	859	3073	151	87	64	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:3073:9845	Deletion	68L	33	404	436	109	74	40	5	correct	forward	0
M01715:133:000000000-AF5JT:1:2112:6009:19385	Deletion	68S	1003	1894	2896	151	85	70	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2102:16078:4897	Deletion	68L	5708	1088	6795	151	82	70	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1102:8196:3013	Deletion	68S	226	2613	2868	151	91	64	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1102:6286:18582	Deletion	68L	4664	2296	6959	151	103	49	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1102:24835:20371	Deletion	68L	597	1403	1999	151	111	40	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1107:23378:3506	Deletion	68S	695	75	769	109	69	46	6	correct	forward	0
M01715:133:000000000-AF5JT:1:2102:27668:6585	Deletion	68L	4277	1579	5855	151	81	69	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:16981:8444	Deletion	68L	4910	508	5417	151	118	34	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2112:18605:20987	Deletion	68L	5309	869	6177	151	106	45	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1118:13588:4158	Deletion	68L	336	1568	1903	151	113	41	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1108:25048:7740	Deletion	68S	132	2732	2863	151	100	54	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2119:8825:6359	Deletion	68S	596	1990	2585	151	94	63	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:1102:6066:21887	Deletion	68S	587	2479	3065	151	108	43	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:14309:19352	Deletion	68S	587	2482	3068	151	102	51	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:28131:8716	Deletion	68L	5697	513	6209	109	63	45	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2118:6717:11388	Deletion	68S	289	2753	3041	151	90	65	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:10517:16365	Deletion	68S	270	2799	3068	151	84	71	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1109:4676:6559	Deletion	68S	503	2345	2847	151	108	45	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:18779:19737	Deletion	68S	270	2799	3068	151	89	66	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1101:10970:23624	Deletion	68L	6246	128	6373	151	91	60	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:6126:17696	Deletion	68L	6386	277	6662	151	120	31	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2104:14377:20055	Deletion	68S	412	2655	3066	151	95	59	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:26161:16968	Deletion	68L	119	5340	5479	151	112	43	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:9191:12061	Deletion	68L	679	2586	3264	151	103	48	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:23416:9066	Deletion	68L	465	6334	6798	151	110	45	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:15629:8393	Deletion	68S	81	1575	1655	151	114	40	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2111:20587:21451	Deletion	68S	377	2513	2889	138	100	45	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1116:8862:19756	Deletion	68L	368	4163	4530	151	95	59	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2119:2030:14391	Deletion	68S	270	2799	3068	151	105	50	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2119:9565:12664	Deletion	68L	2215	859	3073	151	105	46	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2112:3670:10583	Deletion	68L	6418	589	7006	114	85	31	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2119:10313:19640	Deletion	68L	54	2240	2293	151	100	54	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:16685:12233	Deletion	68S	412	2655	3066	151	104	49	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1108:19663:6607	Deletion	68S	270	2799	3068	151	92	63	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1119:22703:24052	Deletion	68S	289	2753	3041	151	81	74	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2115:7621:20252	Deletion	68L	337	1571	1907	129	97	35	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2101:4104:13383	Deletion	68S	266	730	995	151	83	73	5	correct	forward	1
M01715:133:000000000-AF5JT:1:1101:15121:7360	Deletion	68L	338	1571	1946	151	71	83	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:9487:18815	Deletion	68S	124	3172	3295	151	106	47	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1107:7299:10156	Deletion	68S	278	2799	3076	151	90	68	7	correct	forward	1
M01715:133:000000000-AF5JT:1:2102:21783:8888	Deletion	68S	270	2799	3068	151	94	61	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2108:11466:24777	Deletion	68L	167	935	1101	151	108	45	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:23689:13373	Deletion	68S	412	2655	3066	151	105	49	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1110:14254:7210	Deletion	68L	6667	316	6982	151	108	45	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2101:5821:11696	Deletion	68S	270	2799	3068	151	94	61	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1111:16491:3777	Deletion	68S	1072	547	1618	151	110	44	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:6197:5275	Deletion	68L	5460	1147	6606	151	83	69	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:6492:19033	Deletion	68S	260	2806	3065	142	89	54	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1106:8069:8868	Deletion	68L	6283	389	6671	151	110	42	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2114:20416:16208	Deletion	68S	167	2462	2628	151	119	36	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1113:15955:17917	Deletion	68S	81	1575	1655	151	80	74	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2106:14700:5029	Deletion	68S	270	2799	3068	151	112	43	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:8014:22858	Deletion	68L	35	418	452	113	79	43	9	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:21725:16429	Deletion	68L	346	5038	5383	151	117	39	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:2111:27777:12511	Deletion	68S	114	2490	2603	151	118	35	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1108:15777:11507	Deletion	68L	4672	1367	6038	109	75	39	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:20909:4648	Deletion	68L	710	1203	1946	151	110	44	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1115:29199:13051	Deletion	68S	503	2345	2847	151	77	76	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2110:9937:2943	Deletion	68S	270	2799	3068	151	85	70	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2115:11712:18634	Deletion	68S	56	2304	2359	151	97	60	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:2103:22873:7070	Deletion	68L	35	418	452	151	125	35	9	correct	reverse	1
M01715:133:000000000-AF5JT:1:2110:19110:19457	Deletion	68L	35	418	452	151	130	30	9	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:3104:16797	Deletion	68S	278	2799	3076	151	102	58	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2112:15869:14318	Deletion	68S	270	2799	3068	151	123	31	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:27015:15227	Deletion	68S	412	2655	3066	151	121	32	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1105:19303:10031	Deletion	68S	99	1568	1666	151	109	47	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:1118:7872:11094	Deletion	68L	6478	103	6580	151	105	46	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1102:5095:6977	Deletion	68S	270	2799	3068	151	116	39	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1108:7262:20837	Deletion	68S	281	204	484	151	82	71	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2111:22591:3817	Deletion	68S	99	1568	1666	151	88	68	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:2114:17765:6527	Deletion	68S	695	75	769	110	69	47	6	correct	forward	0
M01715:133:000000000-AF5JT:1:1104:16381:19563	Deletion	68S	190	2599	2788	111	65	50	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2109:5463:3757	Deletion	68S	213	1406	1618	151	119	34	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:15310:16710	Deletion	68S	566	2511	3076	151	76	79	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2112:17014:9241	Deletion	68S	1327	958	2284	109	74	35	1	correct	forward	0
M01715:133:000000000-AF5JT:1:2119:21744:21495	Deletion	68S	114	2490	2603	151	82	71	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2102:7785:16700	Deletion	68S	412	2655	3066	147	111	39	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:14807:15402	Deletion	68L	5813	293	6105	151	111	41	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2118:9032:14000	Deletion	68S	2541	533	3073	151	104	50	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:28508:15928	Deletion	68L	4555	1228	5782	151	93	60	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2106:23172:19865	Deletion	68S	81	1575	1655	151	105	49	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2106:7424:18758	Deletion	68S	312	2723	3034	151	93	64	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1108:26138:17387	Deletion	68S	270	2799	3068	148	101	51	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2107:9138:10714	Deletion	68L	5696	513	6208	130	77	54	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2102:12192:14502	Deletion	68L	5696	513	6208	151	103	49	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2117:21316:16631	Deletion	68L	6452	128	6579	151	81	70	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2101:17278:17742	Deletion	68S	128	337	464	151	82	71	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2114:20669:14644	Deletion	68S	103	790	892	109	79	33	3	correct	forward	0
M01715:133:000000000-AF5JT:1:1109:23556:12846	Deletion	68S	320	1365	1684	151	115	42	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:2114:16686:16351	Deletion	68L	5867	979	6845	151	106	46	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:8862:19818	Deletion	68S	325	2726	3050	151	107	48	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:6571:5925	Deletion	68L	278	2071	2348	151	128	30	7	correct	forward	1
M01715:133:000000000-AF5JT:1:1119:15301:10791	Deletion	68S	270	2799	3068	151	103	52	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2101:23887:3605	Deletion	68L	5460	1147	6606	151	104	48	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2103:10379:22601	Deletion	68L	367	4163	4529	151	102	49	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1112:3607:12665	Deletion	68S	270	2799	3068	151	106	49	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2117:8833:20243	Deletion	68S	340	2669	3008	151	109	45	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:14637:4616	Deletion	68S	270	2799	3068	151	118	37	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1112:22680:24084	Deletion	68S	706	1899	2604	109	69	43	3	correct	forward	0
M01715:133:000000000-AF5JT:1:1112:18653:9192	Deletion	68S	375	2231	2605	151	126	31	6	correct	reverse	0
M01715:133:000000000-AF5JT:1:2101:14602:2370	Deletion	68S	340	2669	3008	151	78	76	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1117:19790:8015	Deletion	68S	1460	825	2284	151	85	70	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:2443:14698	Deletion	68S	124	3172	3295	151	119	34	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2119:4890:15580	Deletion	68L	6216	619	6834	151	121	31	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1103:20925:1893	Deletion	68S	592	196	787	151	112	46	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1118:9786:4724	Deletion	68S	270	2799	3068	148	108	44	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1104:6285:8850	Deletion	68S	124	858	981	109	71	38	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:26041:15543	Deletion	68S	412	2655	3066	151	109	45	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:9441:13195	Deletion	68L	550	5764	6313	151	110	41	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1105:13610:20071	Deletion	68L	35	418	452	110	83	36	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2106:25604:12458	Deletion	68S	40	1588	1627	151	108	42	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:26624:19137	Deletion	68S	270	2799	3068	151	85	70	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1111:13043:23609	Deletion	68S	278	2799	3076	151	121	39	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:16061:11875	Deletion	68L	404	3035	3438	109	59	56	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1111:6378:22529	Deletion	68S	412	2655	3066	151	105	49	3	correct	forward	0
M01715:133:000000000-AF5JT:1:1111:8142:14464	Deletion	68S	270	2799	3068	151	122	33	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2108:23438:11287	Deletion	68S	270	2799	3068	151	114	41	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2105:14901:13110	Deletion	68S	102	2501	2602	142	107	39	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2110:5947:13997	Deletion	68L	35	418	452	148	127	30	9	correct	reverse	1
M01715:133:000000000-AF5JT:1:1102:8334:22962	Deletion	68L	35	418	452	109	82	36	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:14240:5885	Deletion	68S	577	2320	2896	151	86	72	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1101:15369:21880	Deletion	68L	35	418	452	109	81	37	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1109:19420:3125	Deletion	68L	35	418	452	109	83	35	9	correct	forward	0
M01715:133:000000000-AF5JT:1:2108:16893:24560	Deletion	68L	61	2260	2320	151	105	47	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2118:21770:21977	Deletion	68S	278	2799	3076	151	89	71	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2118:20313:23064	Deletion	68L	824	5946	6769	105	70	41	6	correct	forward	1
M01715:133:000000000-AF5JT:1:2110:24355:16821	Deletion	68L	39	4156	4194	151	115	42	6	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:19413:2057	Deletion	68L	4651	1533	6183	151	78	76	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2117:20823:2535	Deletion	68L	110	5264	5373	151	94	57	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:4274:15602	Deletion	68S	270	2799	3068	151	124	31	4	correct	forward	0
